tiempo,tension
0.000000000000,0.08000
0.000000002000,0.08000
0.000000004000,0.08000
0.000000006000,0.12000
0.000000008000,0.12000
0.000000010000,0.08000
0.000000012000,0.12000
0.000000014000,0.08000
0.000000016000,0.08000
0.000000018000,0.08000
0.000000020000,0.12000
0.000000022000,0.12000
0.000000024000,0.08000
0.000000026000,0.12000
0.000000028000,0.12000
0.000000030000,0.12000
0.000000032000,0.08000
0.000000034000,0.08000
0.000000036000,0.12000
0.000000038000,0.12000
0.000000040000,0.12000
0.000000042000,0.12000
0.000000044000,0.08000
0.000000046000,0.12000
0.000000048000,0.08000
0.000000050000,0.12000
0.000000052000,0.12000
0.000000054000,0.08000
0.000000056000,0.08000
0.000000058000,0.12000
0.000000060000,0.12000
0.000000062000,0.08000
0.000000064000,0.08000
0.000000066000,0.12000
0.000000068000,0.12000
0.000000070000,0.12000
0.000000072000,0.08000
0.000000074000,0.12000
0.000000076000,0.12000
0.000000078000,0.12000
0.000000080000,0.08000
0.000000082000,0.12000
0.000000084000,0.12000
0.000000086000,0.08000
0.000000088000,0.08000
0.000000090000,0.12000
0.000000092000,0.12000
0.000000094000,0.12000
0.000000096000,0.12000
0.000000098000,0.08000
0.000000100000,0.08000
0.000000102000,0.12000
0.000000104000,0.08000
0.000000106000,0.08000
0.000000108000,0.12000
0.000000110000,0.12000
0.000000112000,0.08000
0.000000114000,0.12000
0.000000116000,0.12000
0.000000118000,0.08000
0.000000120000,0.08000
0.000000122000,0.12000
0.000000124000,0.12000
0.000000126000,0.12000
0.000000128000,0.08000
0.000000130000,0.08000
0.000000132000,0.12000
0.000000134000,0.12000
0.000000136000,0.08000
0.000000138000,0.08000
0.000000140000,0.12000
0.000000142000,0.12000
0.000000144000,0.08000
0.000000146000,0.12000
0.000000148000,0.12000
0.000000150000,0.08000
0.000000152000,0.08000
0.000000154000,0.12000
0.000000156000,0.12000
0.000000158000,0.12000
0.000000160000,0.12000
0.000000162000,0.12000
0.000000164000,0.12000
0.000000166000,0.12000
0.000000168000,0.12000
0.000000170000,0.12000
0.000000172000,0.12000
0.000000174000,0.12000
0.000000176000,0.12000
0.000000178000,0.08000
0.000000180000,0.08000
0.000000182000,0.12000
0.000000184000,0.12000
0.000000186000,0.08000
0.000000188000,0.08000
0.000000190000,0.12000
0.000000192000,0.12000
0.000000194000,0.08000
0.000000196000,0.08000
0.000000198000,0.12000
0.000000200000,0.08000
0.000000202000,0.12000
0.000000204000,0.08000
0.000000206000,0.08000
0.000000208000,0.08000
0.000000210000,0.12000
0.000000212000,0.12000
0.000000214000,0.12000
0.000000216000,0.08000
0.000000218000,0.12000
0.000000220000,0.12000
0.000000222000,0.12000
0.000000224000,0.08000
0.000000226000,0.12000
0.000000228000,0.08000
0.000000230000,0.12000
0.000000232000,0.08000
0.000000234000,0.08000
0.000000236000,0.12000
0.000000238000,0.08000
0.000000240000,0.08000
0.000000242000,0.12000
0.000000244000,0.12000
0.000000246000,0.08000
0.000000248000,0.08000
0.000000250000,0.12000
0.000000252000,0.12000
0.000000254000,0.12000
0.000000256000,0.08000
0.000000258000,0.08000
0.000000260000,0.12000
0.000000262000,0.12000
0.000000264000,0.08000
0.000000266000,0.08000
0.000000268000,0.12000
0.000000270000,0.12000
0.000000272000,0.08000
0.000000274000,0.08000
0.000000276000,0.12000
0.000000278000,0.12000
0.000000280000,0.08000
0.000000282000,0.12000
0.000000284000,0.08000
0.000000286000,0.08000
0.000000288000,0.08000
0.000000290000,0.08000
0.000000292000,0.12000
0.000000294000,0.12000
0.000000296000,0.08000
0.000000298000,0.12000
0.000000300000,0.08000
0.000000302000,0.12000
0.000000304000,0.08000
0.000000306000,0.12000
0.000000308000,0.12000
0.000000310000,0.08000
0.000000312000,0.08000
0.000000314000,0.12000
0.000000316000,0.12000
0.000000318000,0.12000
0.000000320000,0.08000
0.000000322000,0.12000
0.000000324000,0.12000
0.000000326000,0.08000
0.000000328000,0.12000
0.000000330000,0.12000
0.000000332000,0.12000
0.000000334000,0.12000
0.000000336000,0.12000
0.000000338000,0.08000
0.000000340000,0.08000
0.000000342000,0.08000
0.000000344000,0.08000
0.000000346000,0.12000
0.000000348000,0.12000
0.000000350000,0.12000
0.000000352000,0.12000
0.000000354000,0.12000
0.000000356000,0.12000
0.000000358000,0.12000
0.000000360000,0.08000
0.000000362000,0.08000
0.000000364000,0.12000
0.000000366000,0.12000
0.000000368000,0.12000
0.000000370000,0.32000
0.000000372000,0.72000
0.000000374000,1.52000
0.000000376000,2.40000
0.000000378000,3.40000
0.000000380000,4.20000
0.000000382000,4.88000
0.000000384000,5.28000
0.000000386000,5.56000
0.000000388000,5.60000
0.000000390000,5.64000
0.000000392000,5.60000
0.000000394000,5.60000
0.000000396000,5.48000
0.000000398000,5.16000
0.000000400000,4.60000
0.000000402000,3.84000
0.000000404000,2.92000
0.000000406000,2.12000
0.000000408000,1.44000
0.000000410000,1.04000
0.000000412000,0.84000
0.000000414000,0.84000
0.000000416000,0.92000
0.000000418000,1.08000
0.000000420000,1.24000
0.000000422000,1.44000
0.000000424000,1.60000
0.000000426000,1.76000
0.000000428000,1.92000
0.000000430000,2.08000
0.000000432000,2.24000
0.000000434000,2.40000
0.000000436000,2.60000
0.000000438000,2.72000
0.000000440000,2.80000
0.000000442000,2.88000
0.000000444000,2.96000
0.000000446000,3.00000
0.000000448000,3.04000
0.000000450000,3.08000
0.000000452000,3.12000
0.000000454000,3.16000
0.000000456000,3.20000
0.000000458000,3.28000
0.000000460000,3.32000
0.000000462000,3.40000
0.000000464000,3.44000
0.000000466000,3.52000
0.000000468000,3.56000
0.000000470000,3.64000
0.000000472000,3.68000
0.000000474000,3.76000
0.000000476000,3.84000
0.000000478000,3.88000
0.000000480000,3.92000
0.000000482000,4.00000
0.000000484000,4.04000
0.000000486000,4.08000
0.000000488000,4.12000
0.000000490000,4.20000
0.000000492000,4.24000
0.000000494000,4.28000
0.000000496000,4.32000
0.000000498000,4.32000
0.000000500000,4.36000
0.000000502000,4.40000
0.000000504000,4.40000
0.000000506000,4.44000
0.000000508000,4.48000
0.000000510000,4.48000
0.000000512000,4.52000
